,chronological,restaurant,username,review,rating,daysago,linktoreview,rest_id
10,10,McDonald's Viladecans,Rocio Perez Garcia,No Review,5,30,https://www.google.com/maps/contrib/115979265716501025329/reviews?hl=en,1
11,11,McDonald's Viladecans,Karol Arrufat,No Review,5,30,https://www.google.com/maps/contrib/105800160261348595087/reviews?hl=en,1
12,12,McDonald's Viladecans,Javi Fernandez,No Review,1,30,https://www.google.com/maps/contrib/107387118151592670561/reviews?hl=en,1
13,13,McDonald's Viladecans,Desiree Luna Cuellar,"Suelen ser bastante rapidos, el restaurante esta siempre bastante limpio, lo unico malo es que muchas veces tienen varias pantallas desactivadas y se forman muchas colas para pedir.",4,30,https://www.google.com/maps/contrib/105047495280779563030/reviews?hl=en,1
14,14,McDonald's Viladecans,manuel Rambla,"Me parece fatal que no haya comida vegana/vegetariana , que pasa ? Que los que no comemos carne no tenemos derecho de disfrutar de ir a un cumpleanos al MCDONALD'S y no poder comer nada mientras vemos a todo el mundo comiendo otras cosas ? Me parece aparte de una falta de respeto un gran inconveniente , si hubiese comida vegana muchisiimas veces iriamos a comer alli . EN EL BURGUER KING SI TIENEN ... DEJAIS MUCHO QUE DESEAR ..",1,30,https://www.google.com/maps/contrib/115867830434240149621/reviews?hl=en,1
15,15,McDonald's Viladecans,Mario Ruberte,No Review,4,30,https://www.google.com/maps/contrib/109901716052182031828/reviews?hl=en,1
16,16,McDonald's Viladecans,Jorge Miranda Acebedo,No Review,3,30,https://www.google.com/maps/contrib/105683984890902599160/reviews?hl=en,1
17,17,McDonald's Viladecans,Pilar Corrales Perez,No Review,5,30,https://www.google.com/maps/contrib/106856701439440030026/reviews?hl=en,1
18,18,McDonald's Viladecans,Cristobal Lopez,"Realice un pedido por glovo, de varias hamburguesas, 1xSundae Chocolate blanco, 1x McFlurry de Oreo con Chocolate Blanco,1xTop Fries Bacon & Cheese para Compartir, 1x CBO,1x McMenu Filete Pescado, 2xDoble Cheeseburger, precio de todo 39,62 EUR, total que del McMenu Filete Pescado, llega las patatas y la bebida y falta la hamburguesa, y de las 2xDoble Cheeseburger las traen individuales, y despues no los llames a ellos directmente que no quieren saber nada, y te derivan al globo, cuando son ellos quienes preparan los pedido, porque no es la primera vez que me pasa",1,30,https://www.google.com/maps/contrib/103993871060561533588/reviews?hl=en,1
19,19,McDonald's Viladecans,Luis Salvador,"Muy mal, la comida estaba horrible, ya sabemos que no es una maravilla pero hoy la calidad dejaba mucho que desear...",1,30,https://www.google.com/maps/contrib/101654992064755034797/reviews?hl=en,1
20,20,McDonald's Viladecans,Carla Sala Cardenosa,"Pesimo servicio de Rocio.
Hemos cogido un mcauto 4 personas. En un principio ya nos ha recriminado que no podiamos hacer varias cuentas por separado, cuando otras veces otros trabajadores lo han hecho sin ningun problema. Le hemos comentado la posibilidad de volver a dar la vuelta y pedir, aun no habiendo ningun coche, y nos ha dicho que no nos atendria. Al pedir, le hemos especificado varias hamburguesas sin salsas o solo con queso, cosa que al comer nos hemos dado cuenta que nada estaba como habiamos pedido. Mientras pediamos, nos han dado a escoger un complemento para el menu con suplemento de 1,50EUR, entre ellos nuggets, los cuales al pagar nos hemos dado cuenta que eran 4EUR, y hemos pedido evidentemente la devolucion. Aun sospechando de que el importe de la cuenta era mas elevado, nos obligaba a pagar para poder revisar la cuenta. Por ultimo, el mcflurry lo ha puesto sin la salsa de chocolate, cosa que eramos el unico coche, por lo que no costaba nada revisarlo. En fin, pongo 1 estrella por no poder poner 0. Gracias por darnos la comida Rocio! Vergonzoso...",1,30,https://www.google.com/maps/contrib/114014802639170205857/reviews?hl=en,1
21,21,McDonald's Viladecans,Jacob Torres Miron,"Son rapidos, simpaticos y amables, la comida estaba caliente y recien hecha",5,30,https://www.google.com/maps/contrib/109056960858537678970/reviews?hl=en,1
22,22,McDonald's Viladecans,Naia Vilchez Palleja,"Muy buen servicio, los empledas muy simpaticos. Muy buena experiencia.",5,30,https://www.google.com/maps/contrib/113033484395484017553/reviews?hl=en,1
23,23,McDonald's Viladecans,Carles Rene,No Review,4,30,https://www.google.com/maps/contrib/104275046298741421881/reviews?hl=en,1
24,24,McDonald's Viladecans,Harly Mateo Alcantara,No Review,5,30,https://www.google.com/maps/contrib/115418296492984980076/reviews?hl=en,1
25,25,McDonald's Viladecans,Alejandro Kurylekh,No Review,5,30,https://www.google.com/maps/contrib/116709641934423861394/reviews?hl=en,1
26,26,McDonald's Viladecans,Mayan zain,No Review,5,30,https://www.google.com/maps/contrib/106171403980134269546/reviews?hl=en,1
27,27,McDonald's Viladecans,Scarface,"Buen McDonald's,

Bien para ir en coche, amplio, atienden rapido y personal agradable",5,30,https://www.google.com/maps/contrib/113815070932478721105/reviews?hl=en,1
28,28,McDonald's Viladecans,Taylan Iscan,No Review,5,30,https://www.google.com/maps/contrib/118422517916351947542/reviews?hl=en,1
29,29,McDonald's Viladecans,Kinder Kindu,No Review,5,30,https://www.google.com/maps/contrib/105410984320749288787/reviews?hl=en,1
30,30,McDonald's Viladecans,corvo mortis,No Review,5,30,https://www.google.com/maps/contrib/113011860440081226086/reviews?hl=en,1
31,31,McDonald's Viladecans,Justin Singh,No Review,5,30,https://www.google.com/maps/contrib/118220252376284532966/reviews?hl=en,1
32,32,McDonald's Viladecans,Amarjit Singh,No Review,5,30,https://www.google.com/maps/contrib/105827563850334846607/reviews?hl=en,1
33,33,McDonald's Viladecans,Jasbir Kaur,Good food ,5,30,https://www.google.com/maps/contrib/112187147616663147878/reviews?hl=en,1
34,34,McDonald's Viladecans,singh Singh,"speedy service, friendly staff, fresh food. the mcdonald s app awesome with good daily deals ",5,30,https://www.google.com/maps/contrib/107752664879674032103/reviews?hl=en,1
35,35,McDonald's Viladecans,simranpreet ghotra,The staff is very cooperative n food quality is really good. And i like the ambience pretty much.,5,30,https://www.google.com/maps/contrib/100639134464224234202/reviews?hl=en,1
36,36,McDonald's Viladecans,Money Multani,No Review,5,30,https://www.google.com/maps/contrib/102720659548737010946/reviews?hl=en,1
37,37,McDonald's Viladecans,Amrik Singh,"Muy bien como siempre, la comida muy bien y bien rica el servicio excelente",5,30,https://www.google.com/maps/contrib/113307493564114149841/reviews?hl=en,1
38,38,McDonald's Viladecans,Gini Alexander,No Review,5,30,https://www.google.com/maps/contrib/107575638803710061327/reviews?hl=en,1
39,39,McDonald's Viladecans,Ellery Sammy,No Review,5,30,https://www.google.com/maps/contrib/114152547790783845092/reviews?hl=en,1
40,40,McDonald's Viladecans,Tony A.,No Review,5,30,https://www.google.com/maps/contrib/112946065696872592168/reviews?hl=en,1
41,41,McDonald's Viladecans,Victoria Hernandez Virgil,No Review,5,30,https://www.google.com/maps/contrib/111155756219801960139/reviews?hl=en,1
42,42,McDonald's Viladecans,Ruben Prieto,No Review,5,30,https://www.google.com/maps/contrib/102182111328679592030/reviews?hl=en,1
43,43,McDonald's Viladecans,Nieves Buxade,No Review,5,30,https://www.google.com/maps/contrib/105588145086128571374/reviews?hl=en,1
44,44,McDonald's Viladecans,Singh Sukhwinder,No Review,5,30,https://www.google.com/maps/contrib/116551043586999156303/reviews?hl=en,1
45,45,McDonald's Viladecans,Quini_art Joaquin Lara,Personal muy amable!!,5,30,https://www.google.com/maps/contrib/101032420073999635630/reviews?hl=en,1
46,46,McDonald's Viladecans,Ramon Contreras,No Review,5,30,https://www.google.com/maps/contrib/115979378868845947212/reviews?hl=en,1
47,47,McDonald's Viladecans,veronica neira,Bueno ambiente,5,30,https://www.google.com/maps/contrib/114889445632205638932/reviews?hl=en,1
48,48,McDonald's Viladecans,Modibo Traore,No Review,5,30,https://www.google.com/maps/contrib/105988301795850413672/reviews?hl=en,1
49,49,McDonald's Viladecans,Ruth Bargallo Aylagas,Genial!,5,30,https://www.google.com/maps/contrib/114110197422578999915/reviews?hl=en,1
50,50,McDonald's Viladecans,Sawinder Kaur,No Review,5,30,https://www.google.com/maps/contrib/101178508846756748501/reviews?hl=en,1
51,51,McDonald's Viladecans,Kaur Kamaljit,No Review,5,30,https://www.google.com/maps/contrib/113762520480218965440/reviews?hl=en,1
52,52,McDonald's Viladecans,shabaj ghotra,very Good,5,30,https://www.google.com/maps/contrib/103585447543519131138/reviews?hl=en,1
53,53,McDonald's Viladecans,saroopjot kaur,Los trabajadores son muy ambles,5,30,https://www.google.com/maps/contrib/116931019916891247670/reviews?hl=en,1
54,54,McDonald's Viladecans,Ruben Coca,No Review,4,30,https://www.google.com/maps/contrib/100065905452652740518/reviews?hl=en,1
55,55,McDonald's Viladecans,Kuljit Multani,No Review,5,30,https://www.google.com/maps/contrib/104067617531385291271/reviews?hl=en,1
56,56,McDonald's Viladecans,Lorena Sanchez Martin,No Review,5,30,https://www.google.com/maps/contrib/112527663139589004480/reviews?hl=en,1
57,57,McDonald's Viladecans,Gemma Nogueras,Muy buen servicio,5,30,https://www.google.com/maps/contrib/118161430098473299094/reviews?hl=en,1
58,58,McDonald's Viladecans,Laura Gonzalez,Muy buen trato,5,30,https://www.google.com/maps/contrib/116832381523957075755/reviews?hl=en,1
59,59,McDonald's Viladecans,Sandra Maraver,Perfecto! Buen servicio y terraza grande.,5,30,https://www.google.com/maps/contrib/106420481529294656556/reviews?hl=en,1
60,60,McDonald's Viladecans,Martina Arnau arcos,Buena atencion y comida muy buena y rapida,5,30,https://www.google.com/maps/contrib/117763030345246707062/reviews?hl=en,1
61,61,McDonald's Viladecans,Yolanda Marquez,Todo Ok!!!,5,30,https://www.google.com/maps/contrib/100125091209404689719/reviews?hl=en,1
62,62,McDonald's Viladecans,Estrella Broco Fernandez,No Review,5,30,https://www.google.com/maps/contrib/115029912591621021235/reviews?hl=en,1
63,63,McDonald's Viladecans,Leonor Suarez Martinez,Perfect!,5,30,https://www.google.com/maps/contrib/112283325983235700451/reviews?hl=en,1
64,64,McDonald's Viladecans,Matias Nicolas Pavesi,Perfecto!,5,30,https://www.google.com/maps/contrib/102000504483323846356/reviews?hl=en,1
65,65,McDonald's Viladecans,Laia Altamirano,muy buena atencion y servicio. 10/10,5,30,https://www.google.com/maps/contrib/114849724983392145596/reviews?hl=en,1
66,66,McDonald's Viladecans,Estefano Zafon,David sensacional,5,30,https://www.google.com/maps/contrib/100600938935213632611/reviews?hl=en,1
67,67,McDonald's Viladecans,Esteban Martinez,David el venezolano es el mejor camarero,5,30,https://www.google.com/maps/contrib/112112648529831411379/reviews?hl=en,1
68,68,McDonald's Viladecans,paula,Buen servicio por David,5,30,https://www.google.com/maps/contrib/112308449691648022054/reviews?hl=en,1
69,69,McDonald's Viladecans,Manu Hurtado,Buen servicio muy amables,5,30,https://www.google.com/maps/contrib/110408516437101187331/reviews?hl=en,1
70,70,McDonald's Viladecans,Alba VQ,Personal super simpatico y servicio rapido. Muy educados y el salon decorado para los ninos,5,30,https://www.google.com/maps/contrib/100764798547082507844/reviews?hl=en,1
71,71,McDonald's Viladecans,Milton Guarnizo,"Buen servicio y buena atencion.
El servicio a mesa muy bueno
Los empleados son muy atentos",5,30,https://www.google.com/maps/contrib/113027186807456721171/reviews?hl=en,1
72,72,McDonald's Viladecans,Manel Morales Esteve,Muy buena comida.,5,30,https://www.google.com/maps/contrib/110529667435714622383/reviews?hl=en,1
73,73,McDonald's Viladecans,Segundo,Gracias a las compis sin nombres que detras de la marca Mc Donald todos los dias les Dan de comer a miles de personas. Y muy barato.,5,30,https://www.google.com/maps/contrib/112007965910676917005/reviews?hl=en,1
74,74,McDonald's Viladecans,Paula Felipe Molina,No Review,5,30,https://www.google.com/maps/contrib/111829102456602462357/reviews?hl=en,1
75,75,McDonald's Viladecans,Mary Molina,"muy buen servicio, sibuenoriles.",5,30,https://www.google.com/maps/contrib/113918566769669306198/reviews?hl=en,1
76,76,McDonald's Viladecans,FTDNC Dayana,si bueno riles,5,30,https://www.google.com/maps/contrib/107457738138718827331/reviews?hl=en,1
77,77,McDonald's Viladecans,Carla,muy bien,5,30,https://www.google.com/maps/contrib/106114394098002563855/reviews?hl=en,1
78,78,McDonald's Viladecans,carlos vicente,No Review,5,30,https://www.google.com/maps/contrib/102410957006137438124/reviews?hl=en,1
79,79,McDonald's Viladecans,David Moya Aparicio,No Review,5,30,https://www.google.com/maps/contrib/111244101953848658013/reviews?hl=en,1
80,80,McDonald's Viladecans,Enrique Marin Yebenes,Muy buena atencion por parte de Marina !!!,5,30,https://www.google.com/maps/contrib/117068192651418123156/reviews?hl=en,1
81,81,McDonald's Viladecans,Elisabet,Todo muy limpio y muy simpatico el personal.,5,30,https://www.google.com/maps/contrib/101605909717730731279/reviews?hl=en,1
82,82,McDonald's Viladecans,kenzo862,Super limpios y amables los mejores!!,5,30,https://www.google.com/maps/contrib/110322974824118769024/reviews?hl=en,1
83,83,McDonald's Viladecans,juanjo Nunez,No Review,4,30,https://www.google.com/maps/contrib/114373582537877825066/reviews?hl=en,1
84,84,McDonald's Viladecans,DEMFNAOFICIAL,"El mejor servicio que podemos tener
La mejor atencion
Rapidez en entrega de pedido
Amabilidad
Y su encargada es de la mejores que tiene el Mcdonal que dure muchos anos alli
Caterine",5,60,https://www.google.com/maps/contrib/107318313801322678841/reviews?hl=en,1
85,85,McDonald's Viladecans,Laura T.,"A tope de gente ,pedi una cosa y me pusieron otra y la bebida caliente, fue en el MC auto y la comida casi fria y el pan parecia chicle de lo frio que estaba el My combo",2,60,https://www.google.com/maps/contrib/101527379535544027103/reviews?hl=en,1
86,86,McDonald's Viladecans,Ronald Inciarte,"Excelente servicio, son muy rapidos y amables",5,60,https://www.google.com/maps/contrib/112738337137786823944/reviews?hl=en,1
87,87,McDonald's Viladecans,Marc Munoz Alvarez,No Review,5,60,https://www.google.com/maps/contrib/115443826372268093603/reviews?hl=en,1
88,88,McDonald's Viladecans,G S,Pase por Mcauto sobre las 18.50h. Servicio lento y la hamburguesa mal hecha.,1,60,https://www.google.com/maps/contrib/102614407202809024469/reviews?hl=en,1
89,89,McDonald's Viladecans,Yasairi Barriento,No Review,5,60,https://www.google.com/maps/contrib/115951048973624513995/reviews?hl=en,1
90,90,McDonald's Viladecans,Saker83 awb,Nos falto una hamburguesa y la unica solucion fue devolvernos 2 euros a eso se le llama estafar,1,60,https://www.google.com/maps/contrib/104816807964077842370/reviews?hl=en,1
91,91,McDonald's Viladecans,Matias Capitanelli,No Review,5,60,https://www.google.com/maps/contrib/114593414797721048592/reviews?hl=en,1
92,92,McDonald's Viladecans,Antonio manuel Guerrero Garcia,No Review,5,60,https://www.google.com/maps/contrib/108969776614810867630/reviews?hl=en,1
93,93,McDonald's Viladecans,Caterina Martinez,No Review,5,60,https://www.google.com/maps/contrib/114026100234407152113/reviews?hl=en,1
94,94,McDonald's Viladecans,Pelegrin Gallego,No Review,5,60,https://www.google.com/maps/contrib/108737763326461817004/reviews?hl=en,1
95,95,McDonald's Viladecans,Toni Tapia,"Le digo a la chica que el aire acondicionado de la zona infantil no funciona y me dice que va solo. Le digo que no es como vaya, que directamente no funciona y me dice que va solo.
Es horrible el calor que hace aqui dentro.
Creo que seria mejor decir que esta roto y ya esta, en vez de tratar os de tontos",1,60,https://www.google.com/maps/contrib/104304715815505568319/reviews?hl=en,1
96,96,McDonald's Viladecans,David Perez Gonzalez,Lo de todos los mcdonals pero con comedor para ninos con juegos para ellos,4,60,https://www.google.com/maps/contrib/106375896040845665608/reviews?hl=en,1
97,97,McDonald's Viladecans,Muhammad Bin Haroon,Bastante bien,4,60,https://www.google.com/maps/contrib/114442007234916356753/reviews?hl=en,1
98,98,McDonald's Viladecans,unaimartinezmartin,No Review,1,60,https://www.google.com/maps/contrib/112432139158435933200/reviews?hl=en,1
99,99,McDonald's Viladecans,Joel Lopez Silva,No Review,5,60,https://www.google.com/maps/contrib/108096143666193905775/reviews?hl=en,1
100,100,McDonald's Viladecans,Delvys Jimenez,No Review,3,60,https://www.google.com/maps/contrib/115214900751663268829/reviews?hl=en,1
101,101,McDonald's Viladecans,Odudu Udeme,Perfect place to relax. Highly recommended for a sit out.,5,90,https://www.google.com/maps/contrib/109419239850651198534/reviews?hl=en,1
102,102,McDonald's Viladecans,M.Pilar lopez V,Para quien Levi-Strauss la comida rapida sin mas,3,90,https://www.google.com/maps/contrib/107631757500276037061/reviews?hl=en,1
103,103,McDonald's Viladecans,Melchor rodriguez justicia,Muy mal servicio no es la primera vez que cojo comida para llevar y cuando llego a casa faltan productos,2,90,https://www.google.com/maps/contrib/116218433530078027016/reviews?hl=en,1
104,104,McDonald's Viladecans,Balder,Buen servicio,5,90,https://www.google.com/maps/contrib/107178906971909279517/reviews?hl=en,1
105,105,McDonald's Viladecans,Carolina,"Buen lugar para pasar un rato agradable y comer una hamburguesa, tambien puedes tomar un cafe o un helado. Buena climatizacion.
Personal amable. No me gusta que en el lavabo haya jabon mezclado con agua, es un lugar donde comemos con las manos, no sean tacanos con el jabon.",3,90,https://www.google.com/maps/contrib/107893373680805017995/reviews?hl=en,1
106,106,McDonald's Viladecans,Jesus Garcia,No Review,3,90,https://www.google.com/maps/contrib/108398874628780976542/reviews?hl=en,1
107,107,McDonald's Viladecans,Aurelie Gougaud,We wanted to test McDonalds in Spain. it's not really a success level taste.,3,90,https://www.google.com/maps/contrib/108869300820949953955/reviews?hl=en,1
108,108,McDonald's Viladecans,Pedro Muller,"Un buen local, limpio y con atencion al cliente decente.",4,90,https://www.google.com/maps/contrib/114470819639946114351/reviews?hl=en,1
109,109,McDonald's Viladecans,Eva Esquinas Lopez,Servicio nefasto,1,90,https://www.google.com/maps/contrib/110679795715650863990/reviews?hl=en,1
110,110,McDonald's Viladecans,Shinepreet Kaur,No Review,5,90,https://www.google.com/maps/contrib/100449669880876948478/reviews?hl=en,1
111,111,McDonald's Viladecans,Raquel Wosa Wisi,No Review,5,90,https://www.google.com/maps/contrib/101583444528550623728/reviews?hl=en,1
112,112,McDonald's Viladecans,DORA CAUSIL REYES,No Review,5,90,https://www.google.com/maps/contrib/106230022698639608691/reviews?hl=en,1
113,113,McDonald's Viladecans,houssem Eddine bezaa,No Review,4,90,https://www.google.com/maps/contrib/108377015710313539803/reviews?hl=en,1
114,114,McDonald's Viladecans,Hifza Batool,No Review,5,90,https://www.google.com/maps/contrib/101242799571852450530/reviews?hl=en,1
115,115,McDonald's Viladecans,Conchi Gonzalex,No Review,5,90,https://www.google.com/maps/contrib/115094787358863745990/reviews?hl=en,1
116,116,McDonald's Viladecans,Sakue Tanaka,"Son rapidos, atentos y si hay algun problema, lo resuelven rapido y con amabilidad.",5,90,https://www.google.com/maps/contrib/101842322627126733822/reviews?hl=en,1
117,117,McDonald's Viladecans,Alexandru Dorian Csampar,No Review,5,90,https://www.google.com/maps/contrib/114875717060261854801/reviews?hl=en,1
118,118,McDonald's Viladecans,Robin Pettersen,No Review,5,90,https://www.google.com/maps/contrib/101121548937863734056/reviews?hl=en,1
119,119,McDonald's Viladecans,Angie Lavayen,"Lugar muy limpio, atencion de primera, Jaz fue muy amable y atenta con todo.",5,90,https://www.google.com/maps/contrib/100846670381803576830/reviews?hl=en,1
120,120,McDonald's Viladecans,Sarbjit8888 Kaur,No Review,5,90,https://www.google.com/maps/contrib/103345896877204237725/reviews?hl=en,1
121,121,McDonald's Viladecans,CORNELIU IOAN TRIFAN,No Review,3,90,https://www.google.com/maps/contrib/106338314611414942156/reviews?hl=en,1
122,122,McDonald's Viladecans,Gerard Coronado,"Servicio 10, trato especial de la chica llamada Xenia",5,90,https://www.google.com/maps/contrib/103609047988213355872/reviews?hl=en,1
123,123,McDonald's Viladecans,GerardVillanueva,No Review,5,90,https://www.google.com/maps/contrib/100029309145517683008/reviews?hl=en,1
124,124,McDonald's Viladecans,Roberto Carrasco,Agradable estancia,5,90,https://www.google.com/maps/contrib/105482049653523922627/reviews?hl=en,1
125,125,McDonald's Viladecans,Pol G,"Buen sitio de comida rapida para comer con tus amigos, familia ... ETC. La verdad me encanta comer en el McDonald's por su calidad en cuanto a comida. Si es verdad que algunas veces se equivocan, pero se puede arreglar.

Yo lo recomiendo.

   ",4,90,https://www.google.com/maps/contrib/115830518813460060916/reviews?hl=en,1
126,126,McDonald's Viladecans,Alberto,Buenisimo servicio buenisima experiencia Karla  una chica ejemplar,5,90,https://www.google.com/maps/contrib/106076303151690478962/reviews?hl=en,1
127,127,McDonald's Viladecans,Lioh,No Review,5,90,https://www.google.com/maps/contrib/106349058595504637448/reviews?hl=en,1
128,128,McDonald's Viladecans,Alex Espadas,No Review,5,90,https://www.google.com/maps/contrib/114497445741968342573/reviews?hl=en,1
129,129,McDonald's Viladecans,Noe Lopez Salazar,Buen servicio,5,90,https://www.google.com/maps/contrib/109466690206341489528/reviews?hl=en,1
130,130,McDonald's Viladecans,Adan Zarco,No Review,5,90,https://www.google.com/maps/contrib/101059816103896903683/reviews?hl=en,1
131,131,McDonald's Viladecans,Adrian Sanchez garcia,No Review,5,90,https://www.google.com/maps/contrib/112331241115117699289/reviews?hl=en,1
132,132,McDonald's Viladecans,ana belen pinol moron,No Review,5,90,https://www.google.com/maps/contrib/104430111696199104399/reviews?hl=en,1
133,133,McDonald's Viladecans,Nuria Martinez,No Review,5,90,https://www.google.com/maps/contrib/109209647161813131073/reviews?hl=en,1
134,134,McDonald's Viladecans,Antonella Gutierrez,"Buena comida, me gusto el ambiente",5,90,https://www.google.com/maps/contrib/117857542859215948991/reviews?hl=en,1
135,135,McDonald's Viladecans,Carlos Castillo,Me atendieron muy bien karla,5,90,https://www.google.com/maps/contrib/105560538255306262537/reviews?hl=en,1
136,136,McDonald's Viladecans,Rafael perez,Todo bien  Carla,5,90,https://www.google.com/maps/contrib/118230624722594523534/reviews?hl=en,1
137,137,McDonald's Viladecans,Eladio Gil Giraldez,No Review,5,90,https://www.google.com/maps/contrib/109211068588673233679/reviews?hl=en,1
138,138,McDonald's Viladecans,Gabriel Lopez,Muy buena atencion de todo el personal,5,90,https://www.google.com/maps/contrib/101941567617541298665/reviews?hl=en,1
139,139,McDonald's Viladecans,Leah,"Riquisimo, me encanto muy limpio y ordenado todo",5,90,https://www.google.com/maps/contrib/114220734740139890527/reviews?hl=en,1
140,140,McDonald's Viladecans,Carolina Lugo,"Mejor mcdonald's de baix de Llobregat sin lugar a dudas, demasiado bueno repetire lo aseguro",5,90,https://www.google.com/maps/contrib/103832258415214186613/reviews?hl=en,1
141,141,McDonald's Viladecans,Johana Ortega,No Review,5,90,https://www.google.com/maps/contrib/117748063809485126845/reviews?hl=en,1
142,142,McDonald's Viladecans,Lorena Obando Palomino,No Review,5,90,https://www.google.com/maps/contrib/116808918445111416018/reviews?hl=en,1
143,143,McDonald's Viladecans,Mariam Fernandez Vidorreta,No Review,5,90,https://www.google.com/maps/contrib/106735454283715191093/reviews?hl=en,1
144,144,McDonald's Viladecans,MAD JESSY,Todo muy excelente  recomendado,5,90,https://www.google.com/maps/contrib/101929096805161203142/reviews?hl=en,1
145,145,McDonald's Viladecans,KARLA MORON,No Review,5,90,https://www.google.com/maps/contrib/114114811245977645879/reviews?hl=en,1
146,146,McDonald's Viladecans,Brainny Calderon,No Review,5,90,https://www.google.com/maps/contrib/114464608858712212676/reviews?hl=en,1
147,147,McDonald's Viladecans,Xenia Soler Martin,No Review,5,90,https://www.google.com/maps/contrib/114526883087462712400/reviews?hl=en,1
148,148,McDonald's Viladecans,MagicPerico 7w7,Todo genial. Servicio y atencion estupendo .,5,90,https://www.google.com/maps/contrib/101380723417812502826/reviews?hl=en,1
149,149,McDonald's Viladecans,Montserrat,Buen servicio,5,90,https://www.google.com/maps/contrib/106501603787579693258/reviews?hl=en,1
150,150,McDonald's Viladecans,Francisco Gomez Martinez,Todo muy bien,5,90,https://www.google.com/maps/contrib/107406227286067763274/reviews?hl=en,1
151,151,McDonald's Viladecans,olga la misma,No Review,5,90,https://www.google.com/maps/contrib/103328632159379224010/reviews?hl=en,1
152,152,McDonald's Viladecans,Erunico Iluvatar,No Review,5,90,https://www.google.com/maps/contrib/113980913221255072730/reviews?hl=en,1
153,153,McDonald's Viladecans,Rocio Perez Garcia,No Review,5,90,https://www.google.com/maps/contrib/114774507173334704631/reviews?hl=en,1
154,154,McDonald's Viladecans,Irene HERMOSA CABALLERO,Maravilloso,5,90,https://www.google.com/maps/contrib/115757702569876879017/reviews?hl=en,1
155,155,McDonald's Viladecans,Illa Barcelone,No Review,5,90,https://www.google.com/maps/contrib/108502741654436103450/reviews?hl=en,1
156,156,McDonald's Viladecans,ariana gomez ventaja,No Review,5,90,https://www.google.com/maps/contrib/111664527222729539809/reviews?hl=en,1
157,157,McDonald's Viladecans,Juan Mata,Fui a comer con la familia y la atencion muy buena,5,90,https://www.google.com/maps/contrib/117669714956573348948/reviews?hl=en,1
158,158,McDonald's Viladecans,Johendry Gutierrez,"Ambiente agradable, muy amable las chicas!! Me encanta ir a este mcdonald's",5,90,https://www.google.com/maps/contrib/108317775645364469737/reviews?hl=en,1
159,159,McDonald's Viladecans,rocio perez garcia,Servicio rapido,5,90,https://www.google.com/maps/contrib/101933618078946220343/reviews?hl=en,1
160,160,McDonald's Viladecans,Angel Galindo,No Review,4,90,https://www.google.com/maps/contrib/103284513018453270806/reviews?hl=en,1
161,161,McDonald's Viladecans,jaspreet kaur,No Review,5,90,https://www.google.com/maps/contrib/105504200186720966047/reviews?hl=en,1
162,162,McDonald's Viladecans,Gleimer Jose Rondon Vegas,Excelente atencion y rapidez,5,90,https://www.google.com/maps/contrib/101219699441180850301/reviews?hl=en,1
163,163,McDonald's Viladecans,Johendry Gutierrez,Me gusta la atencion de este mcdonald's muy especiales y muy amigables siempre voy,5,90,https://www.google.com/maps/contrib/114093534097224769993/reviews?hl=en,1
164,164,McDonald's Viladecans,Francisco Moreno Munoz,Un MC Donalds depende del dia y la hora... Pero por lo general bien como siempre,4,90,https://www.google.com/maps/contrib/110252827434607916853/reviews?hl=en,1
165,165,McDonald's Viladecans,Natalia Kravelidze,No Review,5,90,https://www.google.com/maps/contrib/110109925716528814508/reviews?hl=en,1
166,166,McDonald's Viladecans,Jose G,Mc Donalds con chiquipark para los peques..,5,90,https://www.google.com/maps/contrib/113257897346533959625/reviews?hl=en,1
167,167,McDonald's Viladecans,Marc Cervera,Las dos ultimas veces que he ido me han entregado el pedido mal.,1,90,https://www.google.com/maps/contrib/113681335751440638249/reviews?hl=en,1
168,168,McDonald's Viladecans,Canadas Guerero,No Review,5,90,https://www.google.com/maps/contrib/117276748847700574280/reviews?hl=en,1
169,169,McDonald's Viladecans,Consuelo Costa Sanchez,No Review,1,90,https://www.google.com/maps/contrib/106385721534630312803/reviews?hl=en,1
170,170,McDonald's Viladecans,Esteban MR,No Review,4,90,https://www.google.com/maps/contrib/106046641104610037809/reviews?hl=en,1
171,171,McDonald's Viladecans,Pep Sabater,"Muy caro, McDonals es carisimo, ya no vale la pena ir.",2,90,https://www.google.com/maps/contrib/111772298087503272243/reviews?hl=en,1
172,172,McDonald's Viladecans,Jenny Andreu,"He pedido un Glovo, me ha tardado una hora en llegar. Ha llegado frio y para mi sorpresa se han equivocado en la hamburguesa que pedi. Siempre un lamentable servicio",1,90,https://www.google.com/maps/contrib/116200203942436410210/reviews?hl=en,1
173,173,McDonald's Viladecans,Nicolas Copado Aguilar,"Se realiza un pedido por Uber, en el menu happy meal pido helado kit kat y viene solo el helado sin el chocolate, pido tambien un helado oreo y me viene otro helado sin nada, solo la crema, llamas por telefono a la tienda y quien lo coje?... nadie, servicio nefasto atencion al cliente peor todavia.",1,120,https://www.google.com/maps/contrib/111608782254012141293/reviews?hl=en,1
174,174,McDonald's Viladecans,Thiago Braga,"I have already eaten in many different McDonald's and I can easily say that this was the one where the food preparation was the longest. Afer 30 minutes waiting, and being told it was being prepared, I asked for the refund and the woman ultimately didn't even say sorry.",1,120,https://www.google.com/maps/contrib/107619738217979655037/reviews?hl=en,1
